Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,No,Travel_Frequently,1180,Research & Development,11,4,Other,1,475,2,Male,94,3,3,Research Director,4,Married,9324,3666,1,Y,No,11,4,4,80,0,19,2,3,4,0,1,0
48,No,Travel_Rarely,834,Human Resources,26,3,Other,1,476,1,Male,30,3,4,Manager,1,Single,16764,20429,1,Y,No,16,4,4,80,1,24,4,3,6,1,6,1
42,No,Non-Travel,409,Human Resources,6,1,Human Resources,1,477,3,Female,57,4,2,Manager,1,Married,6743,16999,1,Y,Yes,19,3,2,80,1,21,2,3,2,1,0,2
38,No,Travel_Rarely,756,Research & Development,16,2,Other,1,478,3,Male,64,2,1,Research Director,3,Married,3142,5285,2,Y,No,14,3,3,80,2,13,2,3,8,5,0,3
24,Yes,Travel_Frequently,1005,Research & Development,4,4,Other,1,479,4,Male,66,3,2,Research Director,4,Single,5226,24240,4,Y,Yes,19,3,4,80,2,0,3,3,0,0,0,0
40,No,Travel_Frequently,1406,Sales,6,1,Other,1,480,1,Male,43,3,3,Manager,2,Married,8059,23108,4,Y,No,14,3,3,80,1,15,2,2,8,8,0,2
49,No,Travel_Rarely,977,Research & Development,4,4,Technical Degree,1,481,2,Female,71,3,3,Manufacturing Director,4,Divorced,10192,2865,5,Y,Yes,13,3,2,80,3,27,2,1,1,1,1,1
52,No,Travel_Rarely,898,Sales,4,1,Technical Degree,1,482,4,Male,82,3,4,Manager,1,Married,17056,18789,2,Y,No,11,3,1,80,2,26,2,3,1,0,1,1
38,No,Travel_Rarely,1377,Research & Development,1,1,Life Sciences,1,483,3,Female,32,1,4,Manufacturing Director,1,Married,16901,11259,3,Y,No,11,3,3,80,2,14,1,2,1,1,1,0
46,No,Travel_Frequently,1134,Research & Development,1,4,Life Sciences,1,484,3,Female,56,3,2,Manager,2,Single,6255,24596,0,Y,No,16,3,3,80,0,23,3,3,1,1,1,1
35,No,Non-Travel,1163,Research & Development,1,2,Technical Degree,1,485,2,Male,61,1,2,Manufacturing Director,4,Divorced,3938,21517,2,Y,No,15,3,3,80,1,10,0,3,6,4,3,1
44,No,Travel_Rarely,1299,Research & Development,5,2,Other,1,486,4,Male,66,1,3,Research Scientist,4,Married,7203,21318,0,Y,No,12,3,4,80,1,22,3,3,0,0,0,0
48,No,Travel_Rarely,758,Research & Development,1,3,Technical Degree,1,487,2,Male,38,3,3,Research Director,1,Married,7172,4094,0,Y,No,16,3,3,80,0,26,1,4,1,0,0,1
37,No,Travel_Rarely,194,Research & Development,8,3,Medical,1,488,3,Male,66,1,3,Manager,4,Married,6386,9886,2,Y,No,13,3,2,80,1,13,1,3,6,5,0,4
22,Yes,Travel_Rarely,1209,Research & Development,1,4,Medical,1,489,4,Male,36,3,1,Manufacturing Director,2,Married,2510,12989,4,Y,No,21,3,4,80,2,0,1,1,0,0,0,0
30,No,Travel_Frequently,257,Research & Development,8,3,Life Sciences,1,490,3,Male,38,3,4,Research Scientist,4,Married,13425,25718,3,Y,No,12,3,2,80,2,11,2,3,1,1,0,0
18,Yes,Travel_Frequently,380,Research & Development,18,4,Life Sciences,1,491,4,Male,74,2,2,Research Director,2,Single,5958,18142,3,Y,No,13,4,3,80,1,0,1,1,0,0,0,0
25,Yes,Travel_Rarely,832,Human Resources,19,3,Other,1,492,4,Male,54,3,3,Manager,3,Single,6639,10091,2,Y,No,17,3,4,80,1,4,1,1,1,0,1,0
40,No,Travel_Rarely,444,Research & Development,29,1,Life Sciences,1,493,3,Male,41,3,1,Healthcare Representative,1,Married,2568,20451,0,Y,No,14,3,3,80,1,22,3,2,12,1,0,12
45,No,Travel_Rarely,186,Human Resources,6,4,Other,1,494,3,Female,36,3,2,Manager,4,Divorced,4433,18450,3,Y,No,14,3,1,80,3,21,2,4,3,0,3,2
32,No,Travel_Rarely,527,Research & Development,18,2,Life Sciences,1,495,4,Female,76,3,3,Healthcare Representative,4,Single,6807,25856,4,Y,No,19,3,1,80,0,8,1,1,1,0,1,0
30,Yes,Travel_Frequently,831,Research & Development,19,3,Medical,1,496,2,Female,72,1,1,Laboratory Technician,3,Single,2813,8776,1,Y,Yes,15,3,1,80,2,9,6,3,2,1,2,1
41,No,Travel_Rarely,1103,Sales,12,3,Medical,1,497,4,Male,62,3,4,Manager,4,Divorced,15658,19244,4,Y,Yes,13,3,3,80,1,17,0,3,2,1,1,2
42,No,Travel_Rarely,1072,Research & Development,1,3,Technical Degree,1,498,4,Female,61,3,3,Manufacturing Director,4,Single,7525,22305,2,Y,No,11,4,4,80,1,20,3,1,3,1,0,3
31,No,Travel_Rarely,1115,Research & Development,15,4,Medical,1,499,2,Female,52,2,3,Research Director,4,Married,8752,17694,3,Y,No,11,3,2,80,0,13,6,3,6,0,0,5
42,No,Travel_Rarely,1364,Research & Development,6,3,Other,1,500,4,Male,85,3,2,Research Scientist,4,Single,6426,7944,1,Y,No,11,3,1,80,0,19,4,1,19,7,0,9
38,No,Travel_Rarely,601,Human Resources,1,3,Life Sciences,1,501,1,Male,64,2,4,Manager,3,Single,15173,3676,3,Y,No,19,4,2,80,0,15,2,3,1,1,1,0
41,No,Travel_Rarely,268,Sales,1,2,Life Sciences,1,502,4,Male,59,3,2,Manager,3,Divorced,6132,8861,1,Y,Yes,11,3,1,80,0,19,2,3,0,0,0,0
37,Yes,Travel_Rarely,894,Research & Development,1,1,Medical,1,503,1,Male,46,3,3,Healthcare Representative,4,Divorced,6791,18267,4,Y,Yes,14,3,4,80,0,18,0,3,1,0,1,0
27,No,Travel_Rarely,1396,Research & Development,16,2,Life Sciences,1,504,3,Female,65,3,2,Research Scientist,4,Single,4604,18203,5,Y,No,11,3,4,80,1,2,5,2,2,0,0,2
52,No,Travel_Frequently,1041,Human Resources,26,4,Other,1,505,3,Male,99,3,1,Human Resources,2,Divorced,3287,5549,5,Y,No,16,4,4,80,1,27,2,3,1,0,1,0
22,Yes,Travel_Rarely,409,Research & Development,7,3,Other,1,506,3,Male,78,3,1,Laboratory Technician,1,Single,2616,7115,2,Y,Yes,13,3,3,80,0,0,0,1,0,0,0,0
52,Yes,Travel_Frequently,1024,Sales,15,3,Marketing,1,507,2,Male,98,2,3,Manager,2,Single,8386,25798,2,Y,Yes,11,3,1,80,1,28,4,3,2,1,2,2
28,Yes,Travel_Frequently,471,Sales,2,4,Medical,1,508,2,Male,88,3,3,Manager,3,Married,10732,16358,4,Y,Yes,16,4,3,80,0,10,3,2,0,0,0,0
27,No,Non-Travel,605,Research & Development,6,4,Technical Degree,1,509,3,Male,55,1,4,Manager,2,Single,7942,8962,2,Y,No,11,4,4,80,1,2,5,3,2,2,0,0
38,Yes,Travel_Rarely,292,Research & Development,1,3,Life Sciences,1,510,4,Male,50,4,3,Laboratory Technician,1,Single,9420,10345,1,Y,No,18,3,4,80,3,13,4,3,0,0,0,0
18,Yes,Non-Travel,874,Research & Development,4,3,Medical,1,511,1,Female,53,3,1,Manager,1,Married,2395,5118,0,Y,No,11,3,4,80,1,0,4,3,0,0,0,0
54,No,Travel_Rarely,1344,Research & Development,4,3,Other,1,512,4,Male,78,2,3,Research Director,4,Married,4981,24475,1,Y,No,22,3,2,80,1,35,3,3,6,6,2,6
39,Yes,Travel_Rarely,901,Research & Development,9,4,Technical Degree,1,513,2,Female,44,1,2,Laboratory Technician,2,Single,4301,19255,2,Y,Yes,19,3,4,80,1,21,2,3,1,1,1,1
38,No,Travel_Rarely,606,Research & Development,9,2,Medical,1,514,4,Male,74,3,2,Research Scientist,2,Married,4805,2119,3,Y,Yes,14,3,4,80,1,17,5,2,3,3,2,1
41,Yes,Travel_Rarely,943,Research & Development,1,2,Technical Degree,1,515,2,Male,71,3,4,Manager,1,Single,15519,5023,2,Y,No,19,3,3,80,0,15,2,4,4,2,4,4
43,Yes,Travel_Rarely,1220,Sales,18,1,Life Sciences,1,516,2,Female,88,2,2,Manager,1,Single,4884,24343,2,Y,No,13,4,1,80,0,21,5,3,1,0,1,0
35,No,Non-Travel,1132,Sales,2,4,Life Sciences,1,517,4,Male,85,3,2,Sales Executive,3,Married,4445,8250,1,Y,No,14,3,1,80,1,14,4,4,6,5,0,1
42,No,Travel_Rarely,1073,Research & Development,1,4,Technical Degree,1,518,2,Male,52,3,2,Research Director,2,Divorced,5928,22395,0,Y,Yes,18,3,3,80,2,17,1,3,3,3,2,3
45,No,Travel_Rarely,359,Research & Development,2,3,Life Sciences,1,519,3,Male,54,2,3,Healthcare Representative,2,Divorced,9328,18613,3,Y,No,17,3,2,80,3,21,1,2,3,2,3,0
34,No,Travel_Rarely,1351,Research & Development,10,3,Life Sciences,1,520,4,Male,33,2,2,Healthcare Representative,2,Divorced,3818,7120,2,Y,No,16,3,4,80,1,12,2,3,6,4,0,0
48,No,Travel_Rarely,149,Research & Development,6,3,Medical,1,521,4,Female,44,3,2,Healthcare Representative,1,Married,6175,7539,3,Y,Yes,11,3,1,80,3,23,0,3,5,1,1,5
27,Yes,Travel_Rarely,1405,Research & Development,17,4,Medical,1,522,2,Male,88,3,1,Laboratory Technician,1,Married,2514,14529,1,Y,Yes,13,3,2,80,1,9,6,1,6,3,1,2
36,No,Travel_Rarely,1336,Sales,7,4,Technical Degree,1,523,4,Female,35,1,1,Manager,1,Married,2781,3485,3,Y,Yes,19,3,1,80,2,10,5,3,1,1,0,0
19,Yes,Travel_Rarely,1254,Sales,15,2,Medical,1,524,2,Male,81,3,1,Manager,3,Divorced,2218,15295,6,Y,Yes,15,3,4,80,0,0,4,2,0,0,0,0
35,No,Travel_Rarely,1271,Research & Development,13,2,Other,1,525,1,Male,90,2,3,Research Director,4,Married,6398,11359,2,Y,No,13,3,2,80,0,11,2,3,1,1,1,1
49,No,Travel_Rarely,562,Sales,20,3,Medical,1,526,4,Male,67,3,1,Sales Representative,4,Married,2913,4244,1,Y,No,11,3,1,80,1,28,3,1,1,1,1,0
43,No,Travel_Rarely,1482,Research & Development,2,2,Other,1,527,3,Male,87,3,2,Manufacturing Director,3,Divorced,5217,24445,4,Y,Yes,16,3,4,80,0,20,1,3,4,2,4,2
45,No,Travel_Rarely,644,Research & Development,5,1,Medical,1,528,1,Male,69,3,3,Manager,3,Married,10119,7193,1,Y,No,11,3,2,80,2,21,1,3,12,12,0,9
35,No,Travel_Rarely,879,Sales,4,4,Marketing,1,529,1,Female,70,3,2,Manager,3,Married,3387,23420,2,Y,No,17,3,3,80,1,9,4,3,1,1,1,0
34,No,Travel_Rarely,1206,Research & Development,8,2,Medical,1,530,3,Male,39,2,2,Manager,3,Married,4393,11109,4,Y,No,11,3,3,80,1,14,4,3,3,1,1,1
29,Yes,Travel_Frequently,551,Research & Development,1,4,Other,1,531,4,Male,91,3,1,Laboratory Technician,2,Divorced,2687,18458,2,Y,No,17,3,2,80,1,9,2,3,1,0,1,1
39,No,Non-Travel,1026,Research & Development,15,4,Other,1,532,4,Male,61,2,2,Manager,4,Divorced,4799,24508,2,Y,No,11,3,4,80,2,17,3,4,5,5,0,0
40,Yes,Travel_Rarely,1093,Human Resources,2,2,Other,1,533,4,Female,42,3,2,Human Resources,4,Divorced,4297,4736,3,Y,Yes,19,3,4,80,0,15,0,4,2,1,1,2
49,No,Travel_Rarely,1096,Sales,9,3,Marketing,1,534,3,Male,41,3,3,Sales Executive,3,Married,6344,2418,4,Y,Yes,13,3,3,80,2,24,2,3,4,4,1,3
37,No,Travel_Rarely,1003,Research & Development,9,1,Technical Degree,1,535,1,Female,55,4,2,Research Director,3,Married,5432,14563,3,Y,Yes,16,3,2,80,1,14,5,3,11,7,1,1
41,Yes,Travel_Rarely,625,Research & Development,1,3,Medical,1,536,1,Male,44,3,2,Research Director,3,Single,6623,20033,2,Y,Yes,14,3,2,80,0,21,3,3,8,1,1,2
30,No,Travel_Rarely,1261,Sales,2,3,Technical Degree,1,537,3,Male,68,2,1,Sales Representative,3,Married,1793,10369,4,Y,No,18,3,4,80,0,8,6,2,8,7,8,6
29,No,Travel_Rarely,569,Research & Development,24,3,Life Sciences,1,538,4,Male,67,3,3,Manager,4,Divorced,4571,13364,6,Y,No,15,3,3,80,1,4,4,1,0,0,0,0
41,No,Travel_Rarely,1411,Research & Development,1,3,Life Sciences,1,539,1,Female,92,3,4,Manager,2,Single,17841,3528,4,Y,No,18,3,1,80,2,18,6,4,0,0,0,0
40,No,Travel_Rarely,966,Research & Development,5,2,Life Sciences,1,540,2,Male,51,1,2,Manager,3,Married,5232,26169,4,Y,No,13,3,4,80,0,20,3,4,1,1,1,1
33,Yes,Non-Travel,1023,Research & Development,1,1,Other,1,541,1,Female,69,2,1,Research Scientist,4,Married,2816,3823,3,Y,Yes,14,3,2,80,1,13,4,3,4,0,0,4
53,No,Non-Travel,1093,Research & Development,12,3,Technical Degree,1,542,4,Male,99,2,4,Manager,1,Divorced,11155,20443,4,Y,Yes,17,3,2,80,1,30,4,2,0,0,0,0
28,No,Travel_Rarely,828,Research & Development,1,2,Medical,1,543,1,Female,97,2,3,Research Director,4,Divorced,9314,19418,3,Y,No,16,3,2,80,0,8,4,4,8,2,0,7
38,No,Travel_Rarely,1252,Research & Development,9,1,Medical,1,544,2,Male,51,3,4,Research Director,2,Married,10642,13403,1,Y,No,11,3,4,80,0,15,2,2,2,2,1,2
40,No,Travel_Rarely,405,Research & Development,2,3,Life Sciences,1,545,3,Male,31,4,3,Research Scientist,3,Married,9809,8781,6,Y,No,11,3,3,80,1,17,3,3,1,1,0,1
50,No,Travel_Rarely,160,Research & Development,3,3,Other,1,546,3,Male,35,1,5,Research Director,4,Married,17200,8155,5,Y,No,19,3,4,80,0,26,3,1,0,0,0,0
40,No,Travel_Rarely,400,Research & Development,7,2,Other,1,547,1,Male,30,4,3,Manager,3,Married,9874,26972,1,Y,No,11,3,2,80,0,19,3,2,4,0,0,3
33,Yes,Travel_Rarely,983,Research & Development,10,1,Other,1,548,3,Female,33,3,2,Laboratory Technician,2,Married,3242,2964,1,Y,Yes,19,3,4,80,0,10,2,2,2,2,2,0
37,No,Travel_Rarely,1369,Research & Development,9,3,Other,1,549,3,Male,74,1,4,Healthcare Representative,1,Divorced,12309,13020,4,Y,No,11,3,3,80,0,16,2,3,16,14,2,4
25,Yes,Non-Travel,1234,Research & Development,4,3,Other,1,550,3,Female,31,3,1,Research Director,4,Single,1978,19284,2,Y,No,16,3,2,80,1,2,5,2,2,0,0,1
40,No,Non-Travel,1405,Research & Development,1,4,Medical,1,551,1,Male,64,3,5,Healthcare Representative,2,Single,16996,17756,2,Y,No,13,3,1,80,2,18,2,1,5,3,0,4
27,Yes,Travel_Rarely,1100,Research & Development,7,3,Life Sciences,1,552,3,Male,49,3,1,Laboratory Technician,4,Single,3368,10144,1,Y,Yes,13,3,4,80,2,3,1,3,1,0,1,0
27,Yes,Travel_Frequently,448,Human Resources,4,1,Life Sciences,1,553,2,Female,93,3,4,Human Resources,4,Married,10653,2431,2,Y,Yes,15,4,3,80,0,5,4,2,3,0,0,1
39,No,Travel_Frequently,684,Sales,8,5,Medical,1,554,1,Male,90,3,5,Sales Representative,4,Married,17085,9156,2,Y,No,14,3,4,80,0,15,5,1,12,6,2,3
37,No,Non-Travel,1360,Research & Development,15,4,Life Sciences,1,555,3,Female,52,3,2,Manager,3,Single,5020,20344,2,Y,No,16,3,4,80,0,16,3,3,6,0,0,0
28,No,Travel_Rarely,1365,Sales,9,3,Medical,1,556,3,Female,36,3,2,Manager,2,Married,3406,23756,2,Y,No,17,3,1,80,1,5,2,3,2,2,2,0
24,Yes,Travel_Frequently,1031,Sales,1,3,Medical,1,557,4,Female,95,3,1,Sales Executive,1,Divorced,2891,23194,4,Y,No,11,3,3,80,2,0,2,2,0,0,0,0
30,No,Travel_Rarely,392,Research & Development,11,1,Medical,1,558,4,Male,75,3,2,Manufacturing Director,2,Divorced,5956,17461,4,Y,No,15,3,4,80,1,12,5,3,8,7,1,4
49,No,Travel_Rarely,400,Sales,1,2,Technical Degree,1,559,3,Female,63,3,2,Sales Executive,1,Single,6552,23594,5,Y,No,20,3,3,80,0,30,3,3,0,0,0,0
33,No,Travel_Frequently,1080,Human Resources,5,4,Life Sciences,1,560,3,Female,94,2,3,Human Resources,3,Single,7144,4279,0,Y,No,11,3,4,80,2,7,0,3,7,6,0,2
34,No,Travel_Rarely,796,Research & Development,1,4,Life Sciences,1,561,1,Female,45,2,2,Manufacturing Director,2,Single,3863,26599,1,Y,No,14,4,4,80,1,13,3,1,9,0,5,7
58,No,Travel_Rarely,1185,Research & Development,3,4,Other,1,562,4,Male,34,3,3,Manager,2,Married,8397,19660,3,Y,No,11,4,1,80,1,34,3,4,8,5,0,1
33,Yes,Travel_Frequently,791,Research & Development,3,4,Other,1,563,2,Female,61,3,1,Healthcare Representative,3,Divorced,2463,15058,5,Y,No,11,3,2,80,0,9,6,4,3,1,0,3
30,No,Travel_Rarely,1436,Sales,14,4,Life Sciences,1,564,1,Male,57,3,3,Sales Executive,2,Married,8229,15199,3,Y,No,16,3,4,80,0,6,3,4,2,1,2,2
53,No,Travel_Rarely,1396,Research & Development,14,4,Technical Degree,1,565,2,Female,79,1,2,Healthcare Representative,2,Single,4735,12405,1,Y,Yes,12,3,3,80,0,31,0,3,4,2,1,4
31,No,Travel_Rarely,445,Human Resources,3,3,Life Sciences,1,566,1,Male,52,1,3,Manager,3,Single,10356,9774,3,Y,No,16,3,1,80,1,10,3,3,2,2,2,2
27,No,Travel_Rarely,813,Research & Development,5,4,Technical Degree,1,567,3,Female,38,3,2,Manufacturing Director,1,Married,5452,13811,1,Y,No,15,3,3,80,2,5,1,3,1,1,1,0
40,No,Travel_Rarely,402,Human Resources,1,1,Life Sciences,1,568,4,Female,90,2,4,Manager,3,Married,13738,13195,3,Y,Yes,13,3,4,80,2,16,1,3,5,3,0,1
20,No,Travel_Frequently,786,Sales,1,3,Marketing,1,569,4,Female,36,1,2,Sales Representative,4,Married,4528,20691,2,Y,No,11,4,3,80,1,0,6,2,0,0,0,0
39,No,Travel_Rarely,381,Human Resources,28,5,Life Sciences,1,570,4,Female,47,3,3,Manager,4,Single,9760,25825,4,Y,No,11,3,4,80,1,17,4,1,0,0,0,0
38,No,Non-Travel,891,Research & Development,9,3,Other,1,571,4,Female,85,2,3,Manufacturing Director,3,Divorced,8334,13004,3,Y,No,20,4,3,80,3,15,4,3,15,4,2,6
35,No,Travel_Frequently,1381,Research & Development,1,4,Life Sciences,1,572,4,Female,71,3,2,Laboratory Technician,2,Single,5026,7326,2,Y,No,17,3,3,80,0,9,6,3,1,1,1,1
42,No,Non-Travel,695,Research & Development,5,3,Life Sciences,1,573,1,Male,48,3,1,Laboratory Technician,3,Married,3490,23562,1,Y,No,12,3,3,80,1,19,3,3,4,2,1,3
40,No,Non-Travel,1446,Research & Development,12,4,Medical,1,574,2,Female,65,3,3,Laboratory Technician,2,Single,8364,12002,2,Y,No,12,3,4,80,3,17,3,3,9,0,1,3
34,No,Travel_Rarely,492,Human Resources,1,1,Human Resources,1,575,4,Male,62,2,2,Human Resources,4,Divorced,3840,24829,3,Y,No,15,3,4,80,2,10,2,1,4,2,3,0
43,No,Travel_Rarely,648,Sales,7,2,Medical,1,576,3,Male,49,2,2,Sales Executive,3,Single,4713,16490,3,Y,Yes,11,3,3,80,2,21,5,3,3,1,0,0
31,No,Travel_Rarely,1101,Sales,11,3,Other,1,577,4,Male,63,3,3,Manager,1,Divorced,9494,17969,2,Y,No,13,3,4,80,3,8,1,2,4,1,1,1
40,No,Travel_Frequently,1225,Research & Development,3,2,Life Sciences,1,578,2,Female,81,3,3,Laboratory Technician,2,Married,8722,13351,4,Y,Yes,18,3,1,80,3,18,4,3,1,1,1,1
28,No,Non-Travel,388,Research & Development,2,4,Technical Degree,1,579,3,Male,62,1,2,Research Scientist,2,Married,7009,26503,2,Y,No,13,3,1,80,1,4,3,3,1,1,1,1
39,No,Travel_Rarely,1190,Sales,1,5,Marketing,1,580,3,Female,94,4,3,Sales Executive,1,Single,9879,20910,2,Y,No,16,4,2,80,1,13,5,2,5,2,1,0
18,Yes,Travel_Rarely,167,Research & Development,4,4,Medical,1,581,3,Male,67,3,3,Research Scientist,3,Single,6916,7943,1,Y,No,17,3,1,80,3,0,2,4,0,0,0,0
36,No,Travel_Rarely,1359,Sales,5,1,Technical Degree,1,582,3,Female,80,3,5,Sales Executive,2,Single,18031,26902,3,Y,No,11,4,3,80,1,13,4,4,1,1,1,0
36,No,Travel_Rarely,538,Research & Development,11,4,Other,1,583,4,Female,46,4,3,Healthcare Representative,4,Married,10359,12819,1,Y,Yes,16,3,2,80,1,14,6,3,5,1,2,2
31,No,Travel_Rarely,1159,Research & Development,1,3,Technical Degree,1,584,3,Female,46,4,4,Research Director,3,Single,10182,16710,1,Y,No,15,3,3,80,2,7,1,3,1,1,1,1
39,No,Travel_Frequently,270,Research & Development,8,2,Technical Degree,1,585,4,Male,99,3,3,Manager,3,Single,7989,12694,3,Y,Yes,14,3,3,80,0,19,2,3,3,3,3,3
43,No,Travel_Rarely,248,Research & Development,2,3,Other,1,586,1,Female,77,3,2,Manufacturing Director,2,Married,4533,21509,3,Y,No,11,3,4,80,0,21,2,3,4,0,1,3
29,No,Travel_Rarely,559,Research & Development,1,1,Other,1,587,4,Female,78,4,1,Manager,1,Divorced,3931,3614,3,Y,No,22,3,2,80,0,7,1,3,7,6,7,7
33,Yes,Travel_Rarely,1138,Research & Development,1,3,Medical,1,588,4,Female,77,3,3,Manufacturing Director,2,Single,8516,23261,4,Y,Yes,18,4,4,80,0,11,3,3,1,1,1,0
40,No,Travel_Frequently,207,Research & Development,1,4,Medical,1,589,3,Female,80,3,3,Research Director,3,Married,9616,20416,2,Y,No,14,3,3,80,0,17,4,2,17,13,0,10
36,No,Travel_Rarely,338,Research & Development,1,4,Life Sciences,1,590,4,Male,30,1,1,Laboratory Technician,3,Single,2825,23741,3,Y,No,16,4,1,80,2,13,6,3,5,0,2,3
18,No,Travel_Rarely,513,Research & Development,3,1,Technical Degree,1,591,3,Male,48,3,2,Research Director,4,Married,4623,17976,5,Y,No,12,3,3,80,1,0,0,3,0,0,0,0
36,No,Travel_Rarely,324,Research & Development,5,2,Other,1,592,4,Male,78,3,2,Research Director,3,Married,6049,16884,4,Y,No,16,3,4,80,3,14,2,2,6,1,5,4
22,Yes,Travel_Rarely,338,Research & Development,2,2,Medical,1,593,4,Female,52,3,3,Manager,3,Married,7256,9641,2,Y,No,18,4,4,80,1,4,5,3,0,0,0,0
41,No,Non-Travel,1437,Research & Development,29,1,Other,1,594,3,Female,99,3,2,Research Director,2,Married,5318,16225,4,Y,No,11,3,1,80,0,16,3,2,0,0,0,0
44,No,Travel_Rarely,449,Sales,4,3,Marketing,1,595,1,Male,87,3,1,Sales Executive,4,Divorced,3380,8876,1,Y,Yes,14,4,2,80,0,19,3,1,19,6,4,7
43,Yes,Travel_Rarely,1276,Human Resources,2,4,Human Resources,1,596,4,Female,60,2,2,Human Resources,2,Single,4489,8031,2,Y,Yes,16,3,4,80,1,17,2,3,3,3,1,0
36,No,Travel_Rarely,506,Research & Development,1,4,Other,1,597,2,Male,69,4,3,Manager,4,Divorced,6145,17079,0,Y,No,11,3,4,80,0,14,1,3,14,12,0,11
26,Yes,Travel_Frequently,270,Research & Development,11,1,Life Sciences,1,598,4,Male,34,3,1,Research Scientist,3,Married,3250,22725,0,Y,No,14,3,2,80,3,1,1,3,1,1,1,1
27,No,Travel_Frequently,1164,Research & Development,5,4,Medical,1,599,3,Male,72,3,4,Research Director,4,Married,19792,17425,1,Y,Yes,18,3,3,80,0,5,4,3,5,5,0,3
36,No,Travel_Rarely,397,Sales,1,3,Medical,1,600,3,Male,85,3,2,Sales Representative,4,Married,6495,14027,0,Y,No,14,3,2,80,0,16,3,2,3,2,0,1
36,Yes,Travel_Rarely,448,Research & Development,7,1,Medical,1,601,4,Female,32,1,2,Laboratory Technician,4,Single,4319,10034,0,Y,Yes,14,3,1,80,0,10,5,3,7,2,0,7
52,Yes,Travel_Rarely,1235,Human Resources,5,3,Other,1,602,1,Female,76,2,3,Human Resources,1,Married,8495,14039,3,Y,Yes,14,3,3,80,0,30,2,3,3,1,0,3
33,No,Travel_Rarely,172,Research & Development,12,2,Other,1,603,2,Female,86,3,2,Healthcare Representative,4,Single,5457,13042,6,Y,Yes,13,3,2,80,1,8,0,2,6,1,2,4
33,No,Travel_Frequently,444,Sales,7,4,Marketing,1,604,4,Male,69,1,3,Sales Representative,1,Married,9782,15625,4,Y,No,19,3,4,80,0,11,2,3,11,2,0,7
29,No,Travel_Rarely,241,Sales,5,3,Other,1,605,3,Male,39,3,4,Sales Representative,4,Divorced,13722,6071,3,Y,No,16,3,3,80,0,6,2,4,6,4,2,3
37,Yes,Travel_Frequently,543,Research & Development,12,2,Medical,1,606,1,Male,70,1,2,Manager,3,Divorced,4025,11178,1,Y,No,16,3,4,80,0,13,0,2,4,2,0,0
29,No,Travel_Rarely,1177,Research & Development,20,4,Medical,1,607,3,Female,48,2,2,Research Scientist,1,Divorced,3697,20205,2,Y,No,17,3,4,80,0,6,4,4,6,5,0,2
18,No,Travel_Rarely,382,Research & Development,12,4,Life Sciences,1,608,4,Male,93,1,3,Research Director,2,Single,7006,14466,1,Y,No,15,3,4,80,0,0,1,1,0,0,0,0
44,No,Travel_Rarely,1337,Research & Development,1,2,Medical,1,609,2,Female,47,3,2,Manager,3,Divorced,4481,13381,2,Y,No,21,4,4,80,0,24,2,3,5,5,1,2
43,No,Travel_Frequently,1186,Research & Development,5,4,Medical,1,610,3,Female,34,3,2,Manufacturing Director,4,Married,5333,7198,0,Y,Yes,15,3,4,80,0,21,2,4,18,13,1,6
47,No,Non-Travel,430,Research & Development,2,4,Other,1,611,3,Male,99,3,1,Research Scientist,4,Single,2661,2208,8,Y,No,15,3,3,80,0,24,2,4,5,5,2,2
27,Yes,Non-Travel,663,Human Resources,4,4,Life Sciences,1,612,1,Female,75,2,1,Human Resources,1,Married,2701,14995,1,Y,No,13,3,2,80,1,5,5,3,0,0,0,0
27,No,Travel_Rarely,1129,Research & Development,1,1,Other,1,613,1,Male,52,3,3,Research Scientist,1,Single,8063,6939,3,Y,No,17,4,4,80,1,1,4,4,1,1,0,1
39,No,Travel_Rarely,1395,Research & Development,10,3,Other,1,614,4,Female,79,3,2,Research Scientist,2,Divorced,5734,12312,2,Y,Yes,16,3,4,80,0,18,3,3,0,0,0,0
42,No,Travel_Frequently,797,Research & Development,5,3,Other,1,615,1,Female,53,3,2,Laboratory Technician,4,Married,6594,17671,2,Y,No,15,3,4,80,0,18,3,3,9,0,7,0
37,Yes,Travel_Rarely,702,Research & Development,2,1,Medical,1,616,3,Male,43,3,1,Healthcare Representative,4,Single,2381,22568,2,Y,Yes,13,4,4,80,0,14,6,2,0,0,0,0
21,No,Non-Travel,1427,Research & Development,1,4,Technical Degree,1,617,4,Male,51,3,1,Research Director,4,Married,3526,4324,0,Y,No,19,3,4,80,1,0,5,3,0,0,0,0
35,No,Non-Travel,848,Sales,11,5,Medical,1,618,3,Male,38,3,1,Manager,3,Divorced,2730,22232,4,Y,No,11,3,1,80,1,11,2,2,0,0,0,0
